web-scraper-order,web-scraper-start-url,name,phone
"1651750375-2813","https://www.sulekha.com/computer-software-dealers/bangalore","H.P. Wlett Pskert",""
"1651750375-2902","https://www.sulekha.com/computer-software-dealers/bangalore","Image Computer Services",""
"1651750375-2539","https://www.sulekha.com/computer-software-dealers/bangalore","R Rootshell Technologies Pvt. Ltd.",""
"1651750375-2590","https://www.sulekha.com/computer-software-dealers/bangalore","L D Technologies",""
"1651750375-2637","https://www.sulekha.com/computer-software-dealers/bangalore","Photoshop Software Installation",""
"1651750375-2672","https://www.sulekha.com/computer-software-dealers/bangalore","Genesys Technologies",""
"1651750375-2748","https://www.sulekha.com/computer-software-dealers/bangalore","Zenith Infotech Ltd.",""
"1651750375-2753","https://www.sulekha.com/computer-software-dealers/bangalore","ESPN Software India Ltd.",""
"1651750375-2567","https://www.sulekha.com/computer-software-dealers/bangalore","Ayan Technologies Pvt. Ltd.",""
"1651750375-2702","https://www.sulekha.com/computer-software-dealers/bangalore","Mindcom Consulting Services Pvt. Ltd.",""
"1651750375-2546","https://www.sulekha.com/computer-software-dealers/bangalore","Olive IT Securities & Services",""
"1651750375-2890","https://www.sulekha.com/computer-software-dealers/bangalore","Concord Associates",""
"1651750375-2656","https://www.sulekha.com/computer-software-dealers/bangalore","babu",""
"1651750375-2555","https://www.sulekha.com/computer-software-dealers/bangalore","Lyd Technologies",""
"1651750375-2711","https://www.sulekha.com/computer-software-dealers/bangalore","AK Aerotech Software Center Pvt. Ltd.",""
"1651750375-2757","https://www.sulekha.com/computer-software-dealers/bangalore","Servelec U.K. Operations",""
"1651750375-2658","https://www.sulekha.com/computer-software-dealers/bangalore","S & S IT SOLUTION",""
"1651750375-2553","https://www.sulekha.com/computer-software-dealers/bangalore","S.J Software Installation & Services",""
"1651750375-2744","https://www.sulekha.com/computer-software-dealers/bangalore","Viveka Software Technologies Pvt. Ltd.",""
"1651750375-2676","https://www.sulekha.com/computer-software-dealers/bangalore","V5 Techsol",""
"1651750375-2716","https://www.sulekha.com/computer-software-dealers/bangalore","Seed Software Solutions",""
"1651750375-2880","https://www.sulekha.com/computer-software-dealers/bangalore","Pushpanjali",""
"1651750375-2698","https://www.sulekha.com/computer-software-dealers/bangalore","Thematics IT Solutions Pvt. Ltd",""
"1651750375-2800","https://www.sulekha.com/computer-software-dealers/bangalore","Spectrum Infotech Pvt. Ltd.",""
"1651750375-2545","https://www.sulekha.com/computer-software-dealers/bangalore","Jamp Technologies",""
"1651750375-2747","https://www.sulekha.com/computer-software-dealers/bangalore","VAPS Technologies Software Pvt. Ltd.",""
"1651750375-2607","https://www.sulekha.com/computer-software-dealers/bangalore","Nxgen Infinitum Pvt. Ltd.",""
"1651750375-2827","https://www.sulekha.com/computer-software-dealers/bangalore","Numag Data Systems Pvt. Ltd.",""
"1651750375-2620","https://www.sulekha.com/computer-software-dealers/bangalore","Mathru Computer Solutions",""
"1651750375-2688","https://www.sulekha.com/computer-software-dealers/bangalore","Om Sakthi Vinayaka Enterprises",""
"1651750375-2724","https://www.sulekha.com/computer-software-dealers/bangalore","KANAKA INFOTECH",""
"1651750375-2788","https://www.sulekha.com/computer-software-dealers/bangalore","Apoorva Infolab Pvt. Ltd.",""
"1651750375-2920","https://www.sulekha.com/computer-software-dealers/bangalore","Econz IT Services Pvt. Ltd.",""
"1651750375-2872","https://www.sulekha.com/computer-software-dealers/bangalore","Ednet Software Pvt. Ltd.",""
"1651750375-2878","https://www.sulekha.com/computer-software-dealers/bangalore","Insys",""
"1651750375-2708","https://www.sulekha.com/computer-software-dealers/bangalore","Stalwart Solutions Pvt. Ltd.",""
"1651750375-2783","https://www.sulekha.com/computer-software-dealers/bangalore","E.S.I. Software Pvt. Ltd.",""
"1651750375-2614","https://www.sulekha.com/computer-software-dealers/bangalore","Zeppelin Consultancy Services",""
"1651750375-2917","https://www.sulekha.com/computer-software-dealers/bangalore","I2 Soft Technologies",""
"1651750375-2777","https://www.sulekha.com/computer-software-dealers/bangalore","Navkar Electronic Enterprises",""
"1651750375-2694","https://www.sulekha.com/computer-software-dealers/bangalore","Digital CFO",""
"1651750375-2762","https://www.sulekha.com/computer-software-dealers/bangalore","22 By 7 Solutions Pvt. Ltd.",""
"1651750375-2913","https://www.sulekha.com/computer-software-dealers/bangalore","SSG Software Systems Pvt. Ltd.",""
"1651750375-2854","https://www.sulekha.com/computer-software-dealers/bangalore","Mindscape Computing Pvt. Ltd.",""
"1651750375-2602","https://www.sulekha.com/computer-software-dealers/bangalore","SAP Software Provider",""
"1651750375-2579","https://www.sulekha.com/computer-software-dealers/bangalore","Vfix Gadgets",""
"1651750375-2887","https://www.sulekha.com/computer-software-dealers/bangalore","Swastik Solutions",""
"1651750375-2561","https://www.sulekha.com/computer-software-dealers/bangalore","Doctor Sap",""
"1651750375-2565","https://www.sulekha.com/computer-software-dealers/bangalore","Rejag Technologies Pvt. Ltd.",""
"1651750375-2770","https://www.sulekha.com/computer-software-dealers/bangalore","Neil Soft Ltd.",""
"1651750375-2677","https://www.sulekha.com/computer-software-dealers/bangalore","CERP Software Solutions Pvt Ltd",""
"1651750375-2732","https://www.sulekha.com/computer-software-dealers/bangalore","IDS Systems Pvt. Ltd.",""
"1651750375-2846","https://www.sulekha.com/computer-software-dealers/bangalore","Sumukha Technologies",""
"1651750375-2727","https://www.sulekha.com/computer-software-dealers/bangalore","Prabhat IT Solutions",""
"1651750375-2615","https://www.sulekha.com/computer-software-dealers/bangalore","3.141xServices",""
"1651750375-2726","https://www.sulekha.com/computer-software-dealers/bangalore","MDH Infotech",""
"1651750375-2674","https://www.sulekha.com/computer-software-dealers/bangalore","Posibolt.com",""
"1651750375-2599","https://www.sulekha.com/computer-software-dealers/bangalore","Vijayamurali S.V.",""
"1651750375-2810","https://www.sulekha.com/computer-software-dealers/bangalore","B.A.E. Software Ltd.",""
"1651750375-2625","https://www.sulekha.com/computer-software-dealers/bangalore","Software Installation",""
"1651750375-2823","https://www.sulekha.com/computer-software-dealers/bangalore","Hewlett Packard India Software",""
"1651750375-2877","https://www.sulekha.com/computer-software-dealers/bangalore","Pansuvi Technologies Pvt. Ltd.",""
"1651750375-2654","https://www.sulekha.com/computer-software-dealers/bangalore","SkySurge Business Solutions Pvt Ltd",""
"1651750375-2652","https://www.sulekha.com/computer-software-dealers/bangalore","Tally",""
"1651750375-2706","https://www.sulekha.com/computer-software-dealers/bangalore","Camtek Solutions",""
"1651750375-2609","https://www.sulekha.com/computer-software-dealers/bangalore","Popular Computer Service Point",""
"1651750375-2626","https://www.sulekha.com/computer-software-dealers/bangalore","Payroll Software Tricon Infotech",""
"1651750375-2619","https://www.sulekha.com/computer-software-dealers/bangalore","Wings Infonet Pvt Ltd",""
"1651750375-2870","https://www.sulekha.com/computer-software-dealers/bangalore","Smart Modular Tech India Pvt. Ltd.",""
"1651750375-2898","https://www.sulekha.com/computer-software-dealers/bangalore","Newgen Imaging Systems",""
"1651750375-2889","https://www.sulekha.com/computer-software-dealers/bangalore","Aviohelitronics Infosystems",""
"1651750375-2894","https://www.sulekha.com/computer-software-dealers/bangalore","Image Software Dev Centre",""
"1651750375-2787","https://www.sulekha.com/computer-software-dealers/bangalore","Wisor Telecom",""
"1651750375-2564","https://www.sulekha.com/computer-software-dealers/bangalore","Olive IT Securities & Services",""
"1651750375-2661","https://www.sulekha.com/computer-software-dealers/bangalore","Employment",""
"1651750375-2628","https://www.sulekha.com/computer-software-dealers/bangalore","Viroka Technology Pvt Ltd",""
"1651750375-2799","https://www.sulekha.com/computer-software-dealers/bangalore","Real Time Techo Solution Pvt. Ltd.",""
"1651750375-2850","https://www.sulekha.com/computer-software-dealers/bangalore","Odieo Tech Solution",""
"1651750375-2749","https://www.sulekha.com/computer-software-dealers/bangalore","Customer Network Pvt. Ltd.",""
"1651750375-2723","https://www.sulekha.com/computer-software-dealers/bangalore","Diganth  Enterprises",""
"1651750375-2595","https://www.sulekha.com/computer-software-dealers/bangalore","Madhu Technology",""
"1651750375-2537","https://www.sulekha.com/computer-software-dealers/bangalore","Nita Microtek",""
"1651750375-2868","https://www.sulekha.com/computer-software-dealers/bangalore","Jataayu Software Pvt. Ltd.",""
"1651750375-2691","https://www.sulekha.com/computer-software-dealers/bangalore","PoSBook",""
"1651750375-2829","https://www.sulekha.com/computer-software-dealers/bangalore","Q Soft Systems & Solutions Pvt. Ltd.",""
"1651750375-2611","https://www.sulekha.com/computer-software-dealers/bangalore","Green Tech Star",""
"1651750375-2577","https://www.sulekha.com/computer-software-dealers/bangalore","Laptop and Desktop Service Toshiba,Dell,Lenovo ,HP,Acer",""
"1651750375-2624","https://www.sulekha.com/computer-software-dealers/bangalore","Scientist Technologies",""
"1651750375-2786","https://www.sulekha.com/computer-software-dealers/bangalore","Liquid Krystal",""
"1651750375-2884","https://www.sulekha.com/computer-software-dealers/bangalore","Axon Technologies",""
"1651750375-2641","https://www.sulekha.com/computer-software-dealers/bangalore","Pristinesofts technology pvt ltd",""
"1651750375-2875","https://www.sulekha.com/computer-software-dealers/bangalore","Kayaka Computer Education Pvt. Ltd.",""
"1651750375-2763","https://www.sulekha.com/computer-software-dealers/bangalore","Maples ESM Technologies Pvt. Ltd.",""
"1651750375-2644","https://www.sulekha.com/computer-software-dealers/bangalore","Arkido Web Services",""
"1651750375-2730","https://www.sulekha.com/computer-software-dealers/bangalore","Qai India Ltd.",""
"1651750375-2657","https://www.sulekha.com/computer-software-dealers/bangalore","ERP & POS RETAIL BILLING SOFTWARE",""
"1651750375-2525","https://www.sulekha.com/computer-software-dealers/bangalore","Nova Technosys Pvt. Ltd.",""
"1651750375-2549","https://www.sulekha.com/computer-software-dealers/bangalore","Shinfo Technologies Pvt. Ltd.",""
"1651750375-2575","https://www.sulekha.com/computer-software-dealers/bangalore","Balaji Computer Service",""
"1651750375-2855","https://www.sulekha.com/computer-software-dealers/bangalore","Ignite Global Services",""
"1651750375-2667","https://www.sulekha.com/computer-software-dealers/bangalore","Positive Tech Solutions",""
"1651750375-2709","https://www.sulekha.com/computer-software-dealers/bangalore","Vishal Computer Solutions",""
"1651750375-2643","https://www.sulekha.com/computer-software-dealers/bangalore","Shreyali Infotech",""
"1651750375-2701","https://www.sulekha.com/computer-software-dealers/bangalore","Osprosys Systems Pvt. Ltd.",""
"1651750375-2881","https://www.sulekha.com/computer-software-dealers/bangalore","i Deccan Systems",""
"1651750375-2830","https://www.sulekha.com/computer-software-dealers/bangalore","Quick Logic Software India Pvt. Ltd.",""
"1651750375-2642","https://www.sulekha.com/computer-software-dealers/bangalore","Safe and Secure IT",""
"1651750375-2792","https://www.sulekha.com/computer-software-dealers/bangalore","Get Solution Pvt. Ltd.",""
"1651750375-2755","https://www.sulekha.com/computer-software-dealers/bangalore","Satya Infotech Pvt. Ltd.",""
"1651750375-2685","https://www.sulekha.com/computer-software-dealers/bangalore","Hivepayroll",""
"1651750375-2543","https://www.sulekha.com/computer-software-dealers/bangalore","Vimal Enterprises",""
"1651750375-2865","https://www.sulekha.com/computer-software-dealers/bangalore","Face Time Communication",""
"1651750375-2636","https://www.sulekha.com/computer-software-dealers/bangalore","Fliksoft Technologies Pvt. Ltd.",""
"1651750375-2697","https://www.sulekha.com/computer-software-dealers/bangalore","Rocket Enterprises",""
"1651750375-2604","https://www.sulekha.com/computer-software-dealers/bangalore","CIRRUS TECH",""
"1651750375-2569","https://www.sulekha.com/computer-software-dealers/bangalore","Computer Service",""
"1651750375-2834","https://www.sulekha.com/computer-software-dealers/bangalore","Rishi Systems Pvt. Ltd.",""
"1651750375-2735","https://www.sulekha.com/computer-software-dealers/bangalore","System Domain Pvt. Ltd.",""
